,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41
U,0.2654713727993935,0.4843318097524831,0.2274199006680255,-0.13626360240678606,0.1467100732963744,-0.22955051942876764,0.19432885855443224,0.07482144526429013,-0.23910894863045648,-0.2724975930678197,-0.08915672708650708,-0.22008700623355942,0.4225389998412887,-0.1634272306932066,-0.008382077117664321,-0.14608468839307545,0.034858521503299406,-0.1312891727391975,0.07245811510100827,-0.0913370449683196,0.10546200571686747,-0.049598221520283474,0.10239375037936084,-0.09826610393648028,-0.11506009243854247,0.03201303919700283,0.001975919233888336,-0.0066318763902530236,0.0250862857940475,0.09533909401322338,-0.019280876645504215,-0.007874506052183324,-0.018754051510316318,0.03086924916257625,0.020180318121347667,-0.013368028756723518,-0.014058670062776916,0.0036567482198899526,0.0007554544619876967,0.0076022168360857095,-0.014672273992654215
CDNS,0.5588516309820303,0.5991992603997214,-0.09838968272342342,-0.0048463526281555536,0.030845761550929936,-0.06212651870258074,-0.05408649573102926,-0.07708491782040734,0.04894326258233237,0.0029155432865241022,-0.057447773834034876,-0.10200123458838342,-0.09191744920967035,0.19287870690849798,0.206768961508284,-0.04792485855270589,0.0860877945830217,-0.07198655880799232,0.07942764343813144,0.1080743874190793,-0.09881278032275018,-0.2413828283790159,-0.14351817438192754,-0.12992176288975635,-0.1154672217604886,-0.11124142844163397,-0.1569269792597972,0.04502899189442349,-0.006861435501980429,-0.058563232230361514,-0.07209043021076082,0.01889002887362632,-0.019428126505476328,0.003474176972604024,-0.006377964575097969,0.00993526213452371,-0.006695380219830697,0.00040109538110401414,-7.673188285478892e-06,-0.019163777553529264,0.005595172972369573
AMZN,0.5470723533331151,-0.02766719906277017,0.4053739628671013,-0.19149847105526532,0.007345746706831236,-0.00896466996359092,0.23299883909864277,0.2983973686310516,0.19719623405270556,0.08045647273910178,0.24847996332965328,0.08356065719330619,-0.15781737063990525,0.07500502000328949,-0.3101855624848171,-0.087906441055047,0.14031037475094735,0.04477862351001382,-0.14200966725811795,0.04802149964184292,-0.07741746598100133,-0.013023025198298545,-0.08465908883888792,-0.0017641767923833663,-0.14294747513730016,0.10028350164624722,0.00218469346043498,-0.08543397532267501,-0.04759793594570947,0.06065490403060155,-0.0021294808466183943,0.001770440850049449,-0.050780747358290634,0.03571809382862684,0.020498692460484528,0.02563512261213547,-0.013996705884230121,0.013309963978207634,0.004276803668340416,-0.01771098035816229,0.006482737999467113
GOOG,0.441537349348257,0.05345592469808638,0.4445857784239695,-0.08687887203106363,0.07608054954195022,-0.0637412117146045,0.12442835645557394,0.521824468924216,0.02783102509489802,0.19288860802360064,0.0037186509550012677,0.26929795609191554,0.07031141944870875,-0.24165326212874305,0.14114892178600666,-0.08719193029534371,-0.04505247775827976,-0.13603917069919674,-0.008241723940397632,0.16518242285602264,0.0015121494093751928,-0.017293501402981935,0.015959907171197954,0.0042849953429711565,0.16640744678007274,-0.04644052452958195,-0.10652275386149787,0.06491201579956017,0.019159526064938464,0.014113698960846747,0.015232583243638763,0.004998978280678486,0.030536662684213754,-0.043185314141145716,0.00870336090982209,-0.0054037966683768085,0.011307150249407745,0.005570961428442814,0.009894404550484912,-0.008384891980742774,-0.006445566767504587
TSLA,0.6849938000926825,0.05640157422881423,0.16665476906818377,-0.055293672564726754,-0.14124847822535902,0.3699365675848782,0.057328024822036285,0.176526650317852,0.011863929573284212,-0.07342769927255197,-0.25737284174850356,-0.28676912588473163,-0.05552238890955712,-0.12355802865071254,-0.05689376008656463,0.17205317982559776,-0.11340309519420372,0.04567425146261297,-0.11094845559031898,-0.06665777184149684,-0.04868035209157916,-0.01885118612445079,-0.11325155929439965,-0.08689086631138325,0.030314369624849343,0.0971687975117125,0.013617330311447715,0.08872275345619283,0.10008193927071364,-0.03570159064872353,-0.009387295377902068,-0.014990207249524799,-0.09918125742817865,-0.03647816858027255,-0.03474004676950436,-0.04385324711860589,0.01025372145298601,0.02050573821667944,-0.001615033581726081,0.021611410414885075,0.014343085989064683
DELL,0.4025829490375134,0.34960573400461786,-0.20983902219210318,0.152389468203729,-0.22126924674447254,-0.2690964424666507,0.0009267549307554201,-0.3732681780306071,-0.06196222538660849,0.03958123402848786,-0.04961137803953856,0.36222385317979483,0.2008306885767304,-0.13309792944447377,-0.2737193779801123,0.14834054180085168,0.05165451113486993,-0.12357651840454262,-0.1514513103066324,2.224242043191248e-08,-0.06547556962924085,0.051372969419704116,-0.17000249936445844,-0.025962965319587406,-0.0012817290767076915,-0.059270438418512233,-0.04820476830392993,0.020826304897442333,0.06264604656707076,0.03054056027459549,0.03779196937175563,-0.016699330626748797,-0.01861955341723753,-0.029756796416401554,0.009152706646533879,-0.03148075237297422,-0.021771438615989038,0.0011245045374924693,-0.02092904972757206,-0.012366368530804254,-0.010422832969179278
UBER,0.34943971736958385,0.3613884512135864,0.4703033709953613,0.05273927561179195,0.41694400353448374,-0.05012816914492171,-0.06277494751882015,-0.17040053474045114,-0.028225464890898437,8.327460867526903e-05,-0.2537573226481967,0.16324099382232407,-0.1391746844507328,-0.07732372454983652,0.26185247705425335,-0.12374990814131438,-0.004372634568709402,0.13051550954939323,0.0009215325285015044,-0.12141942490215372,-0.1865844917517643,0.028220302613895635,-0.04002428241050973,0.11679504303558036,-0.01899305425505496,0.009814152587959412,0.11492569605216858,0.05749693826977825,0.006602550112133592,0.09731566557392721,-0.007104181035330086,-0.011838540944127776,-0.025673054701757136,-0.010240175957442463,-0.0015421444979083132,0.009090283097252672,-0.02857132651669131,-0.02129406211095215,-0.028929152753458514,-0.02459658958426812,0.006232210187898699
IONQ,0.6448290309352966,0.12706735855014056,0.0034576231548043355,-0.1882415954390304,0.1142042404586525,0.42205611248468383,0.14588357013407238,-0.212957312979052,0.19719862934206017,-0.030865519130973153,-0.2896532303871451,-0.0626033408042413,0.05390588700859472,-0.14090817136209463,-0.01340764647748963,-0.1794026250776902,-0.08900766603580824,0.01597478601131797,-0.07962589859233882,0.019167280745577744,0.0836257580548803,0.002524581942172663,-0.15996134202327733,0.08425203250303648,-0.010556363696112257,-0.06971683938392932,-0.046135617276375225,-0.0690970331603044,-0.06727992735461254,-0.014999818496034864,0.09084105078112086,0.05736837578875908,0.052198847129395216,0.06946447511565419,-0.0008502150415966726,0.005725613887126384,0.029117833790351898,-0.008908036037938553,0.013374147880876978,0.012159132247552615,-0.020823982198618512
NKE,0.10613798995849466,0.18291032716527966,0.5212163239253836,-0.3180055453572533,-0.09391528331894165,0.269339199385215,-0.18790379341422941,-0.2591269722093941,0.0869412208955575,-0.17783877971335965,0.07025575131682114,0.17656042231903832,0.3659514263399693,0.3075718735649237,0.08653775171444979,0.05241557633239899,0.04790153013210876,0.1847131317116809,-0.006658105864759836,0.1846331900222302,0.01264247668082705,0.03298761849903906,0.029107000573816075,-0.02260385641711843,0.017759620738046798,0.06466624112424212,-0.012324910314476826,0.029963064232107865,0.031127545931103798,0.029196607674423385,0.012348011111368042,0.011169527972580256,0.020895030262229986,-0.03275186161460092,0.023744177730678398,-0.008794839163741373,0.004608908142052272,0.02323564319308715,0.029019397344226556,0.0026912120593869226,0.015954876700404522
LULU,0.49490207562396066,0.3219787936012609,0.3798424435442473,-0.0766017101722772,-0.09340335208444489,-0.10586659388701879,-0.2366353019352977,-0.05959001449304729,0.1292892054193239,0.3409282734066486,-0.025391382428222704,-0.23918939372649076,-0.01240191800009499,0.22239572699113302,-0.1970599588674769,-0.06028119166500432,-0.26185615577467786,-0.10099697139942695,0.08130730097025564,-0.04369829384850575,-0.06530953730873877,0.12878960716128454,0.022184667478594856,0.05815766775859965,-0.0010520832726688492,-0.0719227808031941,-0.030918258407196156,0.008230537795577334,0.012230966674302247,0.06117050918237304,-0.07834942426671317,-0.0677536729290351,0.0582025987623477,0.02159556216540158,0.0037526999208189736,-0.03973693832849946,0.00786220542415976,0.01531708595826264,-0.003941918385247262,0.014948022552724077,-0.008566969344270035
AS,0.5818960688808862,-0.012842195203569584,0.5067393002463583,-0.047843463452285996,0.13017974867780968,-0.12684740040739487,-0.1803513555892929,-0.06937831431543241,-0.025945549463592593,0.20461959413441216,0.1476860869247895,0.12537909372970946,-0.032213337001693536,-0.10213265350171684,0.024254978891298743,0.26566464883024243,-0.07298456685720443,0.025387547186204507,0.01705897330929066,-0.11472696101068608,0.3178768671738517,-0.14135018544595113,-0.03801884773736405,0.04118307813764608,-0.10703566850865082,-0.0061490109757584175,0.02956502659955663,0.0031884167636976406,0.07583027080656703,-0.058605489627731926,0.0016263409618805017,0.0016340701352514147,0.017819133305859405,0.016474782919201958,0.0013702599929387685,0.03979733202272819,0.033824009034913574,-0.016995330557931766,-0.01220113329011508,-0.0017944299819186043,0.012369238907061153
