ticker,date,close,n_detectors,detectors,trend
SBUX,2026-06-12,103.04,2,fast_donchian+trend_continuation,up
VTRS,2026-06-12,16.48,2,fast_donchian+trend_continuation,up
WFC,2026-06-12,83.73,2,fast_donchian+donchian_20,up
ALLE,2026-06-12,133.97,1,squeeze_release,down
CAG,2026-06-12,13.74,1,fast_donchian,down
ECL,2026-06-12,265.41,1,fast_donchian,down
GIS,2026-06-12,34.51,1,fast_donchian,down
KLAC,2026-06-12,254.54,1,volume_thrust,down
SCHW,2026-06-12,91.1,1,fast_donchian,down
TAP,2026-06-12,41.58,1,fast_donchian,down
TMUS,2026-06-12,189.1,1,fast_donchian,down
ADI,2026-06-12,417.79,1,trend_continuation,up
AMD,2026-06-12,511.57,1,trend_continuation,up
AMP,2026-06-12,459.13,1,fast_donchian,up
ANET,2026-06-12,163.24,1,trend_continuation,up
BEN,2026-06-12,32.13,1,trend_continuation,up
CINF,2026-06-12,169.01,1,trend_continuation,up
DD,2026-06-12,48.26,1,trend_continuation,up
DE,2026-06-12,577.48,1,trend_continuation,up
DOC,2026-06-12,20.69,1,six_month_high,up
EIX,2026-06-12,72.95,1,squeeze_release,up
EMN,2026-06-12,75.22,1,trend_continuation,up
EMR,2026-06-12,143.07,1,trend_continuation,up
EXPD,2026-06-12,166.62,1,six_month_high,up
FCX,2026-06-12,68.41,1,trend_continuation,up
FDX,2026-06-12,338.31,1,trend_continuation,up
FRT,2026-06-12,125.84,1,six_month_high,up
FTNT,2026-06-12,146.3,1,trend_continuation,up
GFS,2026-06-12,81.38,1,trend_continuation,up
GS,2026-06-12,1062.75,1,trend_continuation,up
HLT,2026-06-12,345.95,1,six_month_high,up
INTC,2026-06-12,124.57,1,trend_continuation,up
IRM,2026-06-12,127.24,1,trend_continuation,up
JBHT,2026-06-12,289.36,1,six_month_high,up
KDP,2026-06-12,31.71,1,six_month_high,up
KEYS,2026-06-12,350.67,1,trend_continuation,up
KIM,2026-06-12,25.91,1,six_month_high,up
MCHP,2026-06-12,95.24,1,trend_continuation,up
MDLZ,2026-06-12,62.99,1,squeeze_release,up
MGM,2026-06-12,48.97,1,trend_continuation,up
MS,2026-06-12,214.04,1,trend_continuation,up
NXPI,2026-06-12,304.86,1,trend_continuation,up
PANW,2026-06-12,279.62,1,trend_continuation,up
PM,2026-06-12,184.3,1,trend_continuation,up
PSA,2026-06-12,325.94,1,six_month_high,up
PWR,2026-06-12,707.74,1,trend_continuation,up
RJF,2026-06-12,154.4,1,fast_donchian,up
STX,2026-06-12,931.04,1,trend_continuation,up
SYF,2026-06-12,73.36,1,fast_donchian,up
TER,2026-06-12,403.2,1,trend_continuation,up
TJX,2026-06-12,168.41,1,six_month_high,up
TRGP,2026-06-12,272.6,1,trend_continuation,up
TXN,2026-06-12,301.12,1,trend_continuation,up
UDR,2026-06-12,39.4,1,six_month_high,up
WDC,2026-06-12,562.93,1,trend_continuation,up
WELL,2026-06-12,214.23,1,trend_continuation,up
BALL,2026-06-12,56.98,1,fast_donchian,weak
CNP,2026-06-12,42.9,1,squeeze_release,weak
ED,2026-06-12,107.74,1,squeeze_release,weak
EG,2026-06-12,339.4,1,fast_donchian,weak
EXC,2026-06-12,46.21,1,fast_donchian,weak
FE,2026-06-12,47.03,1,fast_donchian,weak
MRNA,2026-06-12,49.91,1,trend_continuation,weak
OKE,2026-06-12,90.59,1,trend_continuation,weak
STZ,2026-06-12,148.51,1,fast_donchian,weak
VZ,2026-06-12,48.11,1,trend_continuation,weak
