ticker,date,close,n_detectors,detectors,trend
AJG,2026-06-29,227.12,2,fast_donchian+donchian_20,down
BLDR,2026-06-29,90.51,2,fast_donchian+donchian_20,down
MKC,2026-06-29,52.06,2,fast_donchian+donchian_20,down
ABNB,2026-06-29,147.17,2,six_month_high+trend_continuation,up
AXON,2026-06-29,510.6,2,fast_donchian+gap_go,up
BIIB,2026-06-29,216.63,2,six_month_high+trend_continuation,up
CRL,2026-06-29,225.57,2,fast_donchian+donchian_20,up
CRWD,2026-06-29,742.91,2,fast_donchian+trend_continuation,up
CSX,2026-06-29,48.01,2,six_month_high+trend_continuation,up
DDOG,2026-06-29,248.57,2,fast_donchian+trend_continuation,up
ES,2026-06-29,73.77,2,fast_donchian+donchian_20,up
GPC,2026-06-29,117.18,2,fast_donchian+donchian_20,up
HD,2026-06-29,350.81,2,fast_donchian+donchian_20,up
INCY,2026-06-29,114.66,2,six_month_high+trend_continuation,up
IQV,2026-06-29,193.28,2,fast_donchian+donchian_20,up
KDP,2026-06-29,33.5,2,six_month_high+trend_continuation,up
MAS,2026-06-29,80.5,2,six_month_high+trend_continuation,up
MNST,2026-06-29,97.64,2,six_month_high+trend_continuation,up
NCLH,2026-06-29,21.92,2,fast_donchian+donchian_20,up
RF,2026-06-29,30.27,2,fast_donchian+donchian_20,up
SYY,2026-06-29,83.4,2,fast_donchian+donchian_20,up
V,2026-06-29,341.65,2,fast_donchian+donchian_20,up
ZBRA,2026-06-29,255.81,2,fast_donchian+donchian_20,up
ACGL,2026-06-29,98.06,2,fast_donchian+donchian_20,weak
AZN,2026-06-29,190.95,2,fast_donchian+donchian_20,weak
ED,2026-06-29,112.29,2,fast_donchian+donchian_20,weak
LH,2026-06-29,279.58,2,fast_donchian+donchian_20,weak
NEE,2026-06-29,88.66,2,fast_donchian+donchian_20,weak
GDDY,2026-06-29,85.24,1,fast_donchian,down
JKHY,2026-06-29,136.73,1,fast_donchian,down
ZS,2026-06-29,137.6,1,fast_donchian,down
AIZ,2026-06-29,267.98,1,six_month_high,up
AMD,2026-06-29,539.49,1,trend_continuation,up
APH,2026-06-29,166.42,1,six_month_high,up
APP,2026-06-29,498.76,1,gap_go,up
ASML,2026-06-29,1883.11,1,trend_continuation,up
CDW,2026-06-29,139.82,1,fast_donchian,up
CHRW,2026-06-29,184.75,1,trend_continuation,up
CPB,2026-06-29,23.01,1,fast_donchian,up
DAL,2026-06-29,93.17,1,six_month_high,up
EW,2026-06-29,91.18,1,six_month_high,up
GE,2026-06-29,373.71,1,six_month_high,up
GEV,2026-06-29,1102.51,1,trend_continuation,up
GPN,2026-06-29,71.12,1,fast_donchian,up
JBHT,2026-06-29,287.89,1,trend_continuation,up
KMB,2026-06-29,109.91,1,six_month_high,up
KMX,2026-06-29,53.15,1,trend_continuation,up
MGM,2026-06-29,49.69,1,trend_continuation,up
MPC,2026-06-29,259.22,1,trend_continuation,up
PM,2026-06-29,182.87,1,trend_continuation,up
PNC,2026-06-29,246.73,1,six_month_high,up
PSA,2026-06-29,324.45,1,six_month_high,up
PSX,2026-06-29,174.05,1,trend_continuation,up
SJM,2026-06-29,115.89,1,trend_continuation,up
SPG,2026-06-29,227.56,1,six_month_high,up
TTWO,2026-06-29,247.15,1,trend_continuation,up
UNP,2026-06-29,272.7,1,trend_continuation,up
USB,2026-06-29,61.28,1,six_month_high,up
VRTX,2026-06-29,499.65,1,six_month_high,up
VTR,2026-06-29,89.3,1,trend_continuation,up
WELL,2026-06-29,227.73,1,six_month_high,up
WSM,2026-06-29,240.17,1,six_month_high,up
TDY,2026-06-29,641.22,1,trend_continuation,weak
