ticker,date,close,n_detectors,detectors,trend
GLW,2026-06-29,255.69,6,fast_donchian+donchian_20+six_month_high+gap_go+range_expansion+trend_continuation,up
PANW,2026-06-29,332.0,5,fast_donchian+donchian_20+six_month_high+range_expansion+trend_continuation,up
ALL,2026-06-29,241.38,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
AMAT,2026-06-29,694.64,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
AVB,2026-06-29,192.64,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
CB,2026-06-29,343.29,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
CINF,2026-06-29,186.16,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
CPT,2026-06-29,116.74,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
DGX,2026-06-29,212.64,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
DOC,2026-06-29,21.87,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
DVA,2026-06-29,219.7,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
EG,2026-06-29,360.79,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
ESS,2026-06-29,295.93,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
FITB,2026-06-29,56.78,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
FTNT,2026-06-29,155.42,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
HUM,2026-06-29,388.9,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
INVH,2026-06-29,30.59,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
JNJ,2026-06-29,258.51,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
KLAC,2026-06-29,278.39,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
LLY,2026-06-29,1229.93,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
LRCX,2026-06-29,410.91,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
LYV,2026-06-29,182.56,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
MRK,2026-06-29,129.38,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
MRNA,2026-06-29,69.7,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
MTCH,2026-06-29,38.73,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
NSC,2026-06-29,316.65,4,fast_donchian+donchian_20+squeeze_release+trend_continuation,up
SWK,2026-06-29,93.65,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
TROW,2026-06-29,114.38,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
TRV,2026-06-29,331.88,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
UDR,2026-06-29,40.13,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
VLO,2026-06-29,266.32,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
WST,2026-06-29,354.68,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
MA,2026-06-29,509.64,3,fast_donchian+donchian_20+squeeze_release,down
ABBV,2026-06-29,254.31,3,fast_donchian+donchian_20+six_month_high,up
FFIV,2026-06-29,410.56,3,fast_donchian+six_month_high+trend_continuation,up
L,2026-06-29,113.69,3,fast_donchian+donchian_20+six_month_high,up
MO,2026-06-29,74.05,3,fast_donchian+donchian_20+six_month_high,up
MTB,2026-06-29,239.2,3,fast_donchian+donchian_20+six_month_high,up
ROK,2026-06-29,482.33,3,six_month_high+squeeze_release+trend_continuation,up
BMY,2026-06-29,58.56,3,fast_donchian+donchian_20+trend_continuation,weak
CTVA,2026-06-29,83.37,3,fast_donchian+donchian_20+trend_continuation,weak
TPL,2026-06-29,419.98,3,fast_donchian+donchian_20+trend_continuation,weak
