ticker,date,close,n_detectors,detectors,trend
MS,2026-06-01,211.01,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
MSCI,2026-06-01,643.83,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
ODFL,2026-06-01,228.53,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
PANW,2026-06-01,300.48,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
STX,2026-06-01,921.26,4,fast_donchian+donchian_20+six_month_high+trend_continuation,up
ACN,2026-06-01,196.59,3,fast_donchian+donchian_20+gap_go,down
ADBE,2026-06-01,274.03,3,fast_donchian+donchian_20+gap_go,down
IT,2026-06-01,179.59,3,fast_donchian+donchian_20+range_expansion,down
WDAY,2026-06-01,157.23,3,fast_donchian+donchian_20+gap_go,down
ADP,2026-06-01,233.74,3,fast_donchian+donchian_20+range_expansion,up
BG,2026-06-01,129.97,3,fast_donchian+six_month_high+trend_continuation,up
DXCM,2026-06-01,74.87,3,fast_donchian+donchian_20+six_month_high,up
FDS,2026-06-01,270.85,3,fast_donchian+donchian_20+range_expansion,up
HPQ,2026-06-01,29.34,3,fast_donchian+donchian_20+six_month_high,up
NUE,2026-06-01,251.49,3,fast_donchian+donchian_20+six_month_high,up
STT,2026-06-01,159.79,3,fast_donchian+donchian_20+six_month_high,up
TEAM,2026-06-01,115.95,3,fast_donchian+donchian_20+gap_go,up
UPS,2026-06-01,109.02,3,fast_donchian+donchian_20+trend_continuation,up
CDW,2026-06-01,140.98,3,fast_donchian+donchian_20+range_expansion,weak
APTV,2026-06-01,68.6,2,fast_donchian+donchian_20,down
AXON,2026-06-01,476.88,2,fast_donchian+donchian_20,down
BR,2026-06-01,159.96,2,fast_donchian+donchian_20,down
CTSH,2026-06-01,57.16,2,fast_donchian+donchian_20,down
PLTR,2026-06-01,160.65,2,fast_donchian+donchian_20,down
RCL,2026-06-01,289.05,2,fast_donchian+donchian_20,down
ROP,2026-06-01,344.25,2,fast_donchian+range_expansion,down
SPGI,2026-06-01,428.56,2,fast_donchian+squeeze_release,down
ABNB,2026-06-01,137.87,2,fast_donchian+trend_continuation,up
ANET,2026-06-01,170.68,2,fast_donchian+trend_continuation,up
C,2026-06-01,129.09,2,fast_donchian+trend_continuation,up
CPAY,2026-06-01,364.13,2,six_month_high+trend_continuation,up
FCX,2026-06-01,67.04,2,fast_donchian+trend_continuation,up
IQV,2026-06-01,186.82,2,fast_donchian+donchian_20,up
MCO,2026-06-01,464.2,2,fast_donchian+squeeze_release,up
MSFT,2026-06-01,460.52,2,fast_donchian+donchian_20,up
NTAP,2026-06-01,179.7,2,six_month_high+trend_continuation,up
PAYC,2026-06-01,148.58,2,fast_donchian+donchian_20,up
PAYX,2026-06-01,102.44,2,fast_donchian+donchian_20,up
EFX,2026-06-01,173.59,1,fast_donchian,down
EPAM,2026-06-01,108.76,1,fast_donchian,down
J,2026-06-01,123.02,1,fast_donchian,down
LVS,2026-06-01,53.27,1,fast_donchian,down
MELI,2026-06-01,1730.98,1,fast_donchian,down
MTD,2026-06-01,1183.57,1,fast_donchian,down
TRMB,2026-06-01,58.15,1,fast_donchian,down
TSCO,2026-06-01,31.78,1,fast_donchian,down
TYL,2026-06-01,329.83,1,gap_go,down
VRSK,2026-06-01,183.97,1,fast_donchian,down
WYNN,2026-06-01,106.53,1,fast_donchian,down
AKAM,2026-06-01,154.01,1,trend_continuation,up
AMAT,2026-06-01,458.17,1,six_month_high,up
CSCO,2026-06-01,121.33,1,six_month_high,up
CZR,2026-06-01,29.15,1,six_month_high,up
ELV,2026-06-01,402.66,1,six_month_high,up
EW,2026-06-01,88.16,1,six_month_high,up
FANG,2026-06-01,199.03,1,trend_continuation,up
FOX,2026-06-01,59.84,1,fast_donchian,up
FOXA,2026-06-01,66.81,1,fast_donchian,up
KDP,2026-06-01,30.2,1,squeeze_release,up
LYV,2026-06-01,170.45,1,six_month_high,up
MOH,2026-06-01,183.25,1,trend_continuation,up
MPC,2026-06-01,258.66,1,trend_continuation,up
NVDA,2026-06-01,224.36,1,trend_continuation,up
OXY,2026-06-01,58.92,1,trend_continuation,up
PSX,2026-06-01,180.24,1,trend_continuation,up
SMCI,2026-06-01,46.88,1,six_month_high,up
STLD,2026-06-01,261.59,1,six_month_high,up
URI,2026-06-01,997.82,1,six_month_high,up
VLO,2026-06-01,252.52,1,trend_continuation,up
WDC,2026-06-01,546.2,1,six_month_high,up
ZS,2026-06-01,155.71,1,gap_go,up
APA,2026-06-01,37.75,1,gap_go,weak
PKG,2026-06-01,221.67,1,fast_donchian,weak
