ticker,date,close,n_detectors,detectors,trend
EVRG,2026-05-26,84.11,3,fast_donchian+donchian_20+six_month_high,up
F,2026-05-26,15.32,3,fast_donchian+donchian_20+six_month_high,up
FSLR,2026-05-26,269.95,3,fast_donchian+donchian_20+gap_go,up
KIM,2026-05-26,24.54,3,fast_donchian+donchian_20+six_month_high,up
MPWR,2026-05-26,1662.98,3,six_month_high+gap_go+trend_continuation,up
PFG,2026-05-26,104.71,3,fast_donchian+donchian_20+six_month_high,up
PLD,2026-05-26,146.94,3,fast_donchian+donchian_20+six_month_high,up
QCOM,2026-05-26,248.82,3,fast_donchian+donchian_20+six_month_high,up
SLB,2026-05-26,57.98,3,fast_donchian+donchian_20+six_month_high,up
SMCI,2026-05-26,37.1,3,fast_donchian+donchian_20+six_month_high,up
SWKS,2026-05-26,83.42,3,fast_donchian+donchian_20+six_month_high,up
TER,2026-05-26,389.14,3,fast_donchian+gap_go+trend_continuation,up
UAL,2026-05-26,105.92,3,fast_donchian+donchian_20+gap_go,up
WDC,2026-05-26,524.65,3,six_month_high+gap_go+trend_continuation,up
DECK,2026-05-26,111.44,3,fast_donchian+donchian_20+trend_continuation,weak
EW,2026-05-26,87.54,3,fast_donchian+donchian_20+six_month_high,weak
HON,2026-05-26,231.72,3,fast_donchian+donchian_20+trend_continuation,weak
BBY,2026-05-26,63.22,2,fast_donchian+donchian_20,down
KMX,2026-05-26,40.64,2,fast_donchian+donchian_20,down
MMM,2026-05-26,154.03,2,fast_donchian+donchian_20,down
NCLH,2026-05-26,17.1,2,fast_donchian+gap_go,down
ADI,2026-05-26,419.94,2,gap_go+trend_continuation,up
ANET,2026-05-26,158.01,2,fast_donchian+trend_continuation,up
DDOG,2026-05-26,223.65,2,six_month_high+trend_continuation,up
EXPD,2026-05-26,160.7,2,fast_donchian+donchian_20,up
FDX,2026-05-26,400.0,2,fast_donchian+trend_continuation,up
FRT,2026-05-26,120.16,2,six_month_high+trend_continuation,up
FTNT,2026-05-26,133.96,2,six_month_high+trend_continuation,up
MAR,2026-05-26,373.81,2,fast_donchian+donchian_20,up
MCHP,2026-05-26,98.05,2,gap_go+trend_continuation,up
NTRS,2026-05-26,169.94,2,fast_donchian+donchian_20,up
ODFL,2026-05-26,216.61,2,fast_donchian+trend_continuation,up
SPG,2026-05-26,206.94,2,fast_donchian+donchian_20,up
ZS,2026-05-26,184.6,2,fast_donchian+donchian_20,up
APH,2026-05-26,139.56,2,fast_donchian+gap_go,weak
GE,2026-05-26,314.49,2,fast_donchian+donchian_20,weak
LUV,2026-05-26,42.28,2,fast_donchian+gap_go,weak
NEM,2026-05-26,111.61,2,gap_go+trend_continuation,weak
TXT,2026-05-26,92.68,2,fast_donchian+trend_continuation,weak
WSM,2026-05-26,198.38,2,fast_donchian+donchian_20,weak
APTV,2026-05-26,58.76,1,fast_donchian,down
CCL,2026-05-26,26.71,1,fast_donchian,down
CLX,2026-05-26,96.23,1,fast_donchian,down
GPN,2026-05-26,73.28,1,squeeze_release,down
NKE,2026-05-26,44.94,1,fast_donchian,down
NRG,2026-05-26,140.43,1,fast_donchian,down
PEG,2026-05-26,80.07,1,fast_donchian,down
VST,2026-05-26,164.56,1,fast_donchian,down
WFC,2026-05-26,77.52,1,fast_donchian,down
AKAM,2026-05-26,148.21,1,trend_continuation,up
BAC,2026-05-26,52.2,1,fast_donchian,up
BK,2026-05-22,139.15,1,six_month_high,up
CARR,2026-05-26,64.89,1,trend_continuation,up
CAT,2026-05-26,908.55,1,trend_continuation,up
CMI,2026-05-26,668.75,1,trend_continuation,up
CRWD,2026-05-26,671.55,1,six_month_high,up
CSX,2026-05-26,46.61,1,six_month_high,up
DD,2026-05-26,49.46,1,trend_continuation,up
EMN,2026-05-26,74.39,1,trend_continuation,up
ESS,2026-05-26,277.25,1,six_month_high,up
ETN,2026-05-26,403.13,1,trend_continuation,up
FCX,2026-05-26,64.36,1,trend_continuation,up
FITB,2026-05-26,49.82,1,fast_donchian,up
GEV,2026-05-26,1070.47,1,trend_continuation,up
GLW,2026-05-26,196.17,1,trend_continuation,up
GM,2026-05-26,79.79,1,squeeze_release,up
GNRC,2026-05-26,274.82,1,trend_continuation,up
INTC,2026-05-26,123.52,1,trend_continuation,up
INVH,2026-05-26,29.4,1,six_month_high,up
JCI,2026-05-26,140.22,1,trend_continuation,up
KEY,2026-05-26,21.77,1,fast_donchian,up
KEYS,2026-05-26,355.74,1,trend_continuation,up
LIN,2026-05-26,514.97,1,squeeze_release,up
MGM,2026-05-26,38.45,1,trend_continuation,up
MS,2026-05-26,201.76,1,six_month_high,up
NSC,2026-05-26,320.22,1,six_month_high,up
PWR,2026-05-26,742.18,1,trend_continuation,up
RF,2026-05-26,28.25,1,fast_donchian,up
ROK,2026-05-26,456.3,1,trend_continuation,up
CNP,2026-05-26,42.93,1,fast_donchian,weak
DRI,2026-05-26,203.83,1,trend_continuation,weak
EMR,2026-05-26,140.97,1,fast_donchian,weak
FAST,2026-05-26,44.45,1,fast_donchian,weak
FE,2026-05-26,46.64,1,fast_donchian,weak
LHX,2026-05-26,313.47,1,fast_donchian,weak
MTB,2026-05-26,215.23,1,fast_donchian,weak
RL,2026-05-26,381.78,1,trend_continuation,weak
UPS,2026-05-26,101.97,1,fast_donchian,weak
