date,MU,SK Hynix,Samsung,SNDK,NVDA,AMD,AVGO,MRVL,CRDO,INTC,QCOM,CBRS,AMAT,LRCX,KLAC,LITE,COHR,AAOI,VRT,BE,ENPH,CRWD,DDOG,PANW,WDAY,TEAM,NOW,HUBS,SHOP,ADBE,MDB,U,CDNS,AMZN,GOOG,TSLA,DELL,UBER,IONQ,NKE,LULU,AS
2025-07-18,114.22425842285156,267880.59375,66341.4765625,42.189998626708984,172.18067932128906,156.99000549316406,281.7242126464844,74.50967407226562,93.47000122070312,23.100000381469727,151.60462951660156,,189.05316162109375,100.17648315429688,925.1572875976562,102.22000122070312,99.5999984741211,28.6299991607666,128.94480895996094,24.989999771118164,39.58000183105469,475.9599914550781,145.02000427246094,195.77999877929688,233.05999755859375,194.86000061035156,192.67999267578125,542.4099731445312,127.06999969482422,365.7900085449219,221.2100067138672,36.75,315.57000732421875,226.1300048828125,185.4105682373047,329.6499938964844,129.27435302734375,90.58999633789062,46.5099983215332,70.53446960449219,229.77000427246094,38.470001220703125
2025-07-21,113.06594848632812,271366.0,67033.5625,41.61000061035156,171.1520538330078,157.0,286.56640625,72.92265319824219,95.73999786376953,23.260000228881836,155.6885528564453,,191.20733642578125,101.25128936767578,931.7548217773438,103.83999633789062,99.87999725341797,28.229999542236328,126.09735870361328,25.360000610351562,39.65999984741211,481.5799865722656,145.27000427246094,199.8800048828125,233.7100067138672,194.36000061035156,191.98199462890625,546.6400146484375,128.42999267578125,367.67999267578125,222.24000549316406,35.91999816894531,316.32000732421875,229.3000030517578,190.60569763183594,328.489990234375,127.02851867675781,91.16000366210938,44.43000030517578,72.04306030273438,223.2100067138672,38.18000030517578
2025-07-22,109.06175231933594,267382.71875,65253.91796875,41.36000061035156,166.80783081054688,154.72000122070312,277.00128173828125,71.85467529296875,92.93000030517578,23.239999771118164,154.72877502441406,,185.77719116210938,97.22074890136719,886.50634765625,99.62999725341797,97.0199966430664,26.350000381469727,125.17818450927734,25.93000030517578,42.5,471.2300109863281,144.88999938964844,196.72999572753906,239.11000061035156,198.44000244140625,192.4739990234375,549.719970703125,123.70999908447266,372.8699951171875,224.2949981689453,34.22999954223633,319.6000061035156,227.47000122070312,191.56297302246094,332.1099853515625,122.96846008300781,91.79000091552734,41.939998626708984,73.37648010253906,223.92999267578125,37.369998931884766
2025-07-23,109.67086791992188,267880.59375,65649.390625,43.0,170.5528564453125,158.64999389648438,282.0722351074219,73.13226318359375,98.41000366210938,23.489999771118164,156.57977294921875,,185.6481170654297,96.63358306884766,891.3451538085938,102.12999725341797,98.43000030517578,26.30500030517578,130.0738067626953,26.889999389648438,36.47999954223633,461.5199890136719,144.0,199.22000122070312,241.02999877929688,202.57000732421875,191.28599548339844,560.9000244140625,122.20999908447266,372.4599914550781,228.25,33.40999984741211,326.4599914550781,228.2899932861328,190.9646759033203,332.55999755859375,125.82681274414062,89.94000244140625,43.279998779296875,74.70014953613281,224.02999877929688,37.72999954223633
2025-07-24,111.56810760498047,268378.5,65253.91796875,42.060001373291016,173.5089111328125,162.1199951171875,287.0635681152344,73.90081024169922,101.16999816894531,22.6299991607666,155.56121826171875,,186.75003051757812,97.31031036376953,898.3897705078125,102.8499984741211,98.72000122070312,25.84000015258789,130.75320434570312,33.060001373291016,35.52000045776367,462.0299987792969,146.55999755859375,201.16000366210938,237.1999969482422,199.8300018310547,199.23599243164062,552.1599731445312,122.08000183105469,371.69000244140625,235.16000366210938,33.34000015258789,324.6400146484375,232.22999572753906,192.64987182617188,305.29998779296875,126.94444274902344,90.87000274658203,43.900001525878906,73.40567779541016,218.69000244140625,36.81999969482422
2025-07-25,111.09879302978516,264893.09375,65155.046875,42.47999954223633,173.26922607421875,166.47000122070312,288.5251770019531,74.07049560546875,101.22000122070312,20.700000762939453,155.13031005859375,,184.33773803710938,96.49425506591797,896.3131713867188,104.5199966430664,100.13999938964844,27.1299991607666,137.34730529785156,34.34000015258789,35.40999984741211,467.9200134277344,149.83999633789062,203.27000427246094,241.74000549316406,203.0,193.75799560546875,559.6599731445312,124.43000030517578,370.739990234375,241.3699951171875,32.77000045776367,332.19000244140625,231.44000244140625,193.52737426757812,316.05999755859375,129.78302001953125,91.29000091552734,43.16999816894531,74.23297119140625,219.42999267578125,37.65999984741211
2025-07-28,111.08881378173828,260909.75,69604.171875,41.88999938964844,176.51490783691406,173.66000366210938,292.6216735839844,75.76730346679688,107.94999694824219,20.68000030517578,157.72561645507812,,188.8843994140625,98.14627838134766,917.2383422851562,107.16999816894531,104.30000305175781,25.219999313354492,142.4227752685547,34.779998779296875,34.95000076293945,472.17999267578125,150.77000427246094,204.5,238.0399932861328,201.83999633789062,197.14999389648438,559.22998046875,126.83999633789062,369.4700012207031,244.41000366210938,33.4900016784668,333.760009765625,232.7899932861328,192.86923217773438,325.5899963378906,132.3940887451172,90.5999984741211,42.34000015258789,77.12364959716797,216.58999633789062,38.599998474121094
2025-07-29,111.79778289794922,261407.65625,69801.90625,42.93000030517578,175.2765350341797,177.44000244140625,295.72393798828125,76.19649505615234,109.37999725341797,20.40999984741211,158.73435974121094,,187.03794860839844,98.4647445678711,910.2235107421875,109.4800033569336,106.9800033569336,24.110000610351562,142.5726318359375,34.75,33.47999954223633,465.510009765625,150.27000427246094,193.83999633789062,239.6300048828125,200.05999755859375,198.63999938964844,548.3300170898438,124.8499984741211,370.70001220703125,240.8800048828125,32.540000915527344,366.260009765625,231.00999450683594,195.87066650390625,321.20001220703125,132.0479278564453,87.11000061035156,40.529998779296875,76.23795318603516,214.0399932861328,38.34000015258789
2025-07-30,114.5737533569336,262403.46875,71779.3046875,43.38999938964844,179.03155517578125,179.50999450683594,300.894287109375,81.58634185791016,116.01000213623047,20.34000015258789,155.7766876220703,,188.01080322265625,98.61402130126953,919.0665893554688,109.8499984741211,107.2300033569336,23.059999465942383,144.04132080078125,37.619998931884766,33.400001525878906,463.1499938964844,148.8800048828125,183.02999877929688,237.67999267578125,197.19000244140625,195.49600219726562,538.22998046875,123.01000213623047,364.0,244.36000061035156,32.970001220703125,371.0299987792969,230.19000244140625,196.87779235839844,319.0400085449219,132.07760620117188,87.63999938964844,39.880001068115234,74.63201904296875,206.47000122070312,38.849998474121094
2025-07-31,108.98186492919922,272361.875,70592.8671875,42.91999816894531,177.6334228515625,176.30999755859375,292.025146484375,80.21892547607422,111.55000305175781,19.799999237060547,143.7305908203125,,178.7487335205078,94.38443756103516,873.40087890625,110.08000183105469,107.5999984741211,22.8700008392334,145.47006225585938,37.38999938964844,32.36000061035156,454.57000732421875,139.97999572753906,173.60000610351562,229.3800048828125,191.77999877929688,188.62399291992188,519.6500244140625,122.20999908447266,357.69000244140625,237.88999938964844,33.36000061035156,364.57000732421875,234.11000061035156,192.3108367919922,308.2699890136719,131.23692321777344,87.75,39.869998931884766,72.69518280029297,200.52999877929688,37.540000915527344
