ticker,algorithm,entry_date,entry_price,outcome,breakout_class,days_to_resolve,fwd_return_%,max_favorable_%,max_adverse_%
GOOG,donchian_20,2021-06-04,121.59,timeout_up,marginal,20,5.0,5.1,-0.4
GOOG,donchian_20,2021-07-02,127.67,true,confirmed,15,5.6,8.8,-0.5
GOOG,donchian_20,2021-07-22,132.24,timeout_up,marginal,20,2.7,5.0,0.6
GOOG,donchian_20,2021-08-23,139.95,timeout_down,marginal,20,-1.0,4.1,-2.9
GOOG,donchian_20,2021-10-18,141.8,timeout_up,marginal,20,4.5,5.6,-4.3
GOOG,donchian_20,2022-02-02,146.83,false,fakeout,2,-9.3,0.7,-15.7
GOOG,donchian_20,2022-03-22,139.14,false,fakeout,14,-8.6,2.8,-9.8
GOOG,donchian_20,2022-07-07,118.33,false,fakeout,4,-0.4,0.9,-12.2
GOOG,donchian_20,2022-08-12,121.65,false,fakeout,6,-8.8,0.5,-13.2
GOOG,donchian_20,2022-10-25,104.08,false,fakeout,1,-7.2,-4.3,-20.5
GOOG,donchian_20,2022-11-30,100.62,false,fakeout,5,-12.3,1.1,-14.9
GOOG,donchian_20,2023-01-19,93.15,true,confirmed,6,2.0,15.9,-1.3
GOOG,donchian_20,2023-03-16,100.25,true,confirmed,15,8.3,8.5,-0.8
GOOG,donchian_20,2023-04-06,108.01,false,fakeout,13,-2.5,0.6,-5.2
GOOG,donchian_20,2023-05-10,111.37,true,confirmed,5,9.3,15.4,2.4
GOOG,donchian_20,2023-07-26,128.6,timeout_up,fakeout,20,2.7,3.4,-2.1
GOOG,donchian_20,2023-08-29,134.39,false,fakeout,19,-3.0,3.3,-5.4
GOOG,donchian_20,2023-09-14,137.86,false,fakeout,5,0.9,2.4,-7.8
GOOG,donchian_20,2023-10-11,140.55,false,fakeout,10,-6.0,0.5,-14.3
GOOG,donchian_20,2023-11-22,138.88,false,fakeout,5,1.3,2.2,-7.6
GOOG,donchian_20,2024-01-19,146.77,false,marginal,10,-4.2,4.9,-6.6
GOOG,donchian_20,2024-03-18,147.27,true,confirmed,17,5.1,8.9,-1.0
GOOG,donchian_20,2024-04-09,156.85,true,confirmed,13,9.4,11.6,-3.4
GOOG,donchian_20,2024-04-26,172.28,false,fakeout,2,1.5,3.6,-5.3
GOOG,donchian_20,2024-05-17,175.85,timeout_up,fakeout,20,1.0,2.8,-3.6
GOOG,donchian_20,2024-06-25,184.28,false,fakeout,20,-6.0,4.2,-6.5
GOOG,donchian_20,2024-09-30,166.24,timeout_up,fakeout,20,0.7,2.0,-3.6
GOOG,donchian_20,2024-10-29,170.16,timeout_down,marginal,20,-0.3,7.5,-3.4
GOOG,donchian_20,2024-12-10,185.68,true,confirmed,5,3.6,8.8,-0.1
GOOG,donchian_20,2025-01-31,204.66,false,fakeout,3,-18.0,1.5,-18.5
GOOG,donchian_20,2025-06-10,179.61,false,fakeout,7,-0.7,1.0,-9.3
GOOG,donchian_20,2025-07-14,182.4,true,confirmed,8,10.3,11.3,-0.7
GOOG,donchian_20,2025-08-08,201.64,true,confirmed,17,16.0,18.1,-2.3
GOOG,donchian_20,2025-08-28,211.89,true,confirmed,3,16.5,21.0,-2.5
GOOG,donchian_20,2025-09-15,251.42,false,fakeout,19,-2.8,2.0,-6.0
GOOG,donchian_20,2025-10-24,260.16,true,confirmed,4,15.0,17.8,1.7
GOOG,donchian_20,2025-11-24,318.04,false,fakeout,16,-0.8,3.2,-6.5
GOOG,donchian_20,2026-01-12,332.5,false,marginal,17,-4.2,5.2,-7.8
GOOG,donchian_20,2026-02-02,344.66,false,fakeout,3,-12.0,1.5,-14.0
GOOG,donchian_20,2026-04-08,314.74,true,confirmed,7,25.5,25.9,-1.7
GOOG,donchian_20,2026-04-24,342.32,true,confirmed,4,14.9,16.8,-0.4
GOOG,donchian_20,2026-05-13,399.04,timeout_down,fakeout,2,-1.4,0.0,-2.3
GOOG,darvas_box,2021-07-22,132.24,timeout_up,marginal,20,2.7,5.0,0.6
GOOG,darvas_box,2021-08-23,139.95,timeout_down,marginal,20,-1.0,4.1,-2.9
GOOG,darvas_box,2021-10-29,147.06,timeout_down,fakeout,20,-1.5,2.4,-3.9
GOOG,darvas_box,2023-04-06,108.01,false,fakeout,13,-2.5,0.6,-5.2
GOOG,darvas_box,2023-05-10,111.37,true,confirmed,5,9.3,15.4,2.4
GOOG,darvas_box,2023-06-06,126.87,false,fakeout,10,-5.5,1.3,-8.6
GOOG,darvas_box,2023-07-26,128.6,timeout_up,fakeout,20,2.7,3.4,-2.1
GOOG,darvas_box,2023-08-29,134.39,false,fakeout,19,-3.0,3.3,-5.4
GOOG,darvas_box,2023-09-14,137.86,false,fakeout,5,0.9,2.4,-7.8
GOOG,darvas_box,2023-10-11,140.55,false,fakeout,10,-6.0,0.5,-14.3
GOOG,darvas_box,2023-12-22,141.56,timeout_up,marginal,20,5.3,6.2,-4.1
GOOG,darvas_box,2024-01-12,143.07,timeout_up,marginal,20,3.1,7.6,-4.2
GOOG,darvas_box,2024-04-01,155.23,true,confirmed,19,7.3,12.7,-3.5
GOOG,darvas_box,2024-04-26,172.28,false,fakeout,2,1.5,3.6,-5.3
GOOG,darvas_box,2024-05-17,175.85,timeout_up,fakeout,20,1.0,2.8,-3.6
GOOG,darvas_box,2024-06-25,184.28,false,fakeout,20,-6.0,4.2,-6.5
GOOG,darvas_box,2024-12-10,185.68,true,confirmed,5,3.6,8.8,-0.1
GOOG,darvas_box,2025-01-31,204.66,false,fakeout,3,-18.0,1.5,-18.5
GOOG,darvas_box,2025-06-10,179.61,false,fakeout,7,-0.7,1.0,-9.3
GOOG,darvas_box,2025-07-14,182.4,true,confirmed,8,10.3,11.3,-0.7
GOOG,darvas_box,2025-08-08,201.64,true,confirmed,17,16.0,18.1,-2.3
GOOG,darvas_box,2025-08-25,208.69,true,confirmed,6,20.8,22.8,-1.3
GOOG,darvas_box,2025-10-20,256.67,true,confirmed,8,11.1,14.6,-4.8
GOOG,darvas_box,2025-11-19,292.59,true,confirmed,3,3.7,12.2,-1.3
GOOG,darvas_box,2026-01-09,328.91,false,marginal,18,-1.4,6.4,-6.8
GOOG,darvas_box,2026-02-02,344.66,false,fakeout,3,-12.0,1.5,-14.0
GOOG,darvas_box,2026-04-30,381.94,timeout_up,marginal,11,3.0,4.7,-1.7
GOOG,bollinger_squeeze,2021-07-02,127.67,true,confirmed,15,5.6,8.8,-0.5
GOOG,bollinger_squeeze,2021-07-23,136.69,timeout_up,fakeout,20,0.5,1.6,-2.6
GOOG,bollinger_squeeze,2021-08-23,139.95,timeout_down,marginal,20,-1.0,4.1,-2.9
GOOG,bollinger_squeeze,2022-10-25,104.08,false,fakeout,1,-7.2,-4.3,-20.5
GOOG,bollinger_squeeze,2023-01-19,93.15,true,confirmed,6,2.0,15.9,-1.3
GOOG,bollinger_squeeze,2023-03-16,100.25,true,confirmed,15,8.3,8.5,-0.8
GOOG,bollinger_squeeze,2023-05-10,111.37,true,confirmed,5,9.3,15.4,2.4
GOOG,bollinger_squeeze,2023-07-26,128.6,timeout_up,fakeout,20,2.7,3.4,-2.1
GOOG,bollinger_squeeze,2023-08-29,134.39,false,fakeout,19,-3.0,3.3,-5.4
GOOG,bollinger_squeeze,2023-12-21,140.65,timeout_up,marginal,20,4.9,5.8,-3.5
GOOG,bollinger_squeeze,2024-01-19,146.77,false,marginal,10,-4.2,4.9,-6.6
GOOG,bollinger_squeeze,2024-04-26,172.28,false,fakeout,2,1.5,3.6,-5.3
GOOG,bollinger_squeeze,2024-06-25,184.28,false,fakeout,20,-6.0,4.2,-6.5
GOOG,bollinger_squeeze,2024-10-29,170.16,timeout_down,marginal,20,-0.3,7.5,-3.4
GOOG,bollinger_squeeze,2025-01-31,204.66,false,fakeout,3,-18.0,1.5,-18.5
GOOG,bollinger_squeeze,2025-07-21,190.72,true,confirmed,19,6.9,8.5,-1.4
GOOG,bollinger_squeeze,2025-09-03,230.58,true,confirmed,8,6.3,11.2,-1.9
GOOG,bollinger_squeeze,2025-10-20,256.67,true,confirmed,8,11.1,14.6,-4.8
GOOG,bollinger_squeeze,2025-11-21,299.24,true,confirmed,2,4.0,9.7,-0.7
GOOG,bollinger_squeeze,2026-01-08,325.78,false,marginal,19,-0.9,7.4,-5.9
GOOG,ttm_squeeze,2021-12-23,145.94,false,fakeout,8,-11.4,0.9,-15.3
GOOG,ttm_squeeze,2022-10-24,102.13,false,fakeout,2,-6.9,2.1,-19.0
GOOG,ttm_squeeze,2023-05-11,115.95,true,confirmed,6,5.1,10.8,-0.4
GOOG,ttm_squeeze,2023-08-23,132.13,timeout_down,marginal,20,-1.4,5.0,-3.9
GOOG,ttm_squeeze,2024-06-25,184.28,false,fakeout,20,-6.0,4.2,-6.5
GOOG,ttm_squeeze,2024-10-30,175.13,false,marginal,16,-3.0,4.5,-6.1
GOOG,ttm_squeeze,2025-01-23,198.67,false,fakeout,11,-9.0,4.6,-9.2
GOOG,ttm_squeeze,2025-10-23,253.39,true,confirmed,4,14.3,21.0,0.9
GOOG,volume_resistance,2021-06-18,124.54,timeout_up,marginal,20,2.9,5.9,-0.6
GOOG,volume_resistance,2021-07-27,135.68,timeout_up,marginal,20,4.1,4.5,-1.9
GOOG,volume_resistance,2021-08-31,144.28,false,fakeout,13,-7.5,0.9,-7.7
GOOG,volume_resistance,2023-02-02,107.91,false,fakeout,1,-13.6,-0.1,-18.3
GOOG,volume_resistance,2023-05-10,111.37,true,confirmed,5,9.3,15.4,2.4
GOOG,volume_resistance,2023-06-16,123.05,false,fakeout,6,0.0,2.6,-6.6
GOOG,volume_resistance,2023-08-29,134.39,false,fakeout,19,-3.0,3.3,-5.4
GOOG,volume_resistance,2023-09-15,137.17,false,fakeout,4,0.2,3.0,-7.3
GOOG,volume_resistance,2024-02-02,142.37,false,fakeout,20,-6.5,5.0,-7.4
GOOG,volume_resistance,2024-04-25,156.66,true,confirmed,1,10.8,13.9,4.1
GOOG,volume_resistance,2024-07-23,182.31,false,fakeout,1,-8.0,-3.1,-14.7
GOOG,volume_resistance,2024-10-30,175.13,false,marginal,16,-3.0,4.5,-6.1
GOOG,volume_resistance,2024-12-10,185.68,true,confirmed,5,3.6,8.8,-0.1
GOOG,volume_resistance,2025-02-04,206.76,false,fakeout,1,-15.8,-6.3,-19.3
GOOG,volume_resistance,2025-07-24,192.77,timeout_up,marginal,20,3.8,7.3,-2.3
GOOG,volume_resistance,2025-09-02,211.51,true,confirmed,1,15.0,21.2,6.2
GOOG,volume_resistance,2025-09-19,254.89,false,fakeout,4,-0.6,0.9,-7.3
GOOG,volume_resistance,2025-10-30,281.52,true,confirmed,15,13.6,16.6,-3.7
GOOG,volume_resistance,2025-11-17,285.21,true,confirmed,5,7.8,15.1,-2.3
GOOG,volume_resistance,2026-04-30,381.94,timeout_up,marginal,11,3.0,4.7,-1.7
GOOG,high_52w_momentum,2023-05-18,122.51,timeout_up,marginal,20,0.4,4.9,-2.2
GOOG,high_52w_momentum,2023-06-05,125.6,false,fakeout,12,-3.2,2.3,-7.7
GOOG,high_52w_momentum,2023-07-31,132.03,timeout_down,fakeout,20,-1.0,1.4,-4.6
GOOG,high_52w_momentum,2023-08-23,132.13,timeout_down,marginal,20,-1.4,5.0,-3.9
GOOG,high_52w_momentum,2023-09-11,136.62,false,fakeout,9,1.3,1.6,-6.9
GOOG,high_52w_momentum,2023-10-09,138.36,false,fakeout,12,-5.8,2.1,-12.9
GOOG,high_52w_momentum,2023-12-21,140.65,timeout_up,marginal,20,4.9,5.8,-3.5
GOOG,high_52w_momentum,2024-01-10,142.63,timeout_up,marginal,20,2.4,7.9,-3.9
GOOG,high_52w_momentum,2024-01-26,152.54,false,fakeout,3,-9.8,0.9,-10.2
GOOG,high_52w_momentum,2024-04-09,156.85,true,confirmed,13,9.4,11.6,-3.4
GOOG,high_52w_momentum,2024-04-24,159.79,false,confirmed,1,10.5,11.7,-5.2
GOOG,high_52w_momentum,2024-05-15,172.46,timeout_up,marginal,20,1.8,4.8,-1.7
GOOG,high_52w_momentum,2024-06-12,178.3,timeout_up,marginal,20,4.0,7.7,-2.2
GOOG,high_52w_momentum,2024-07-03,186.08,false,fakeout,14,-8.0,3.2,-11.5
GOOG,high_52w_momentum,2024-12-11,195.81,false,fakeout,7,-2.2,3.1,-5.3
GOOG,high_52w_momentum,2025-01-21,198.72,false,fakeout,13,-6.3,4.5,-8.0
GOOG,high_52w_momentum,2025-08-25,208.69,true,confirmed,6,20.8,22.8,-1.3
GOOG,high_52w_momentum,2025-09-11,240.45,timeout_up,marginal,20,0.6,6.6,-0.9
GOOG,high_52w_momentum,2025-10-20,256.67,true,confirmed,8,11.1,14.6,-4.8
GOOG,high_52w_momentum,2025-11-05,284.36,true,confirmed,13,11.8,15.4,-4.7
GOOG,high_52w_momentum,2025-11-21,299.24,true,confirmed,2,4.0,9.7,-0.7
GOOG,high_52w_momentum,2026-01-08,325.78,false,marginal,19,-0.9,7.4,-5.9
GOOG,high_52w_momentum,2026-01-29,338.42,false,fakeout,5,-8.0,3.4,-12.3
GOOG,high_52w_momentum,2026-04-27,348.52,true,confirmed,3,12.9,14.8,-1.7
GOOG,high_52w_momentum,2026-05-13,399.04,timeout_down,fakeout,2,-1.4,0.0,-2.3
MU,donchian_20,2021-06-30,82.88,false,fakeout,1,-9.3,-3.2,-14.7
MU,donchian_20,2021-08-04,79.95,false,fakeout,4,-10.1,1.3,-16.1
MU,donchian_20,2021-11-04,70.55,true,confirmed,6,13.0,23.3,0.2
MU,donchian_20,2021-11-19,81.09,timeout_down,marginal,20,-1.2,7.3,-3.0
MU,donchian_20,2021-12-21,88.56,true,confirmed,10,-6.1,8.7,-6.2
MU,donchian_20,2022-02-15,93.86,false,fakeout,3,-17.0,0.5,-28.8
MU,donchian_20,2022-07-15,60.36,false,marginal,17,5.7,6.3,-6.2
MU,donchian_20,2022-08-03,63.03,false,fakeout,3,-12.0,1.8,-13.5
MU,donchian_20,2022-10-21,55.1,false,confirmed,4,4.5,15.0,-8.2
MU,donchian_20,2022-11-08,56.51,true,confirmed,3,-6.4,12.1,-8.8
MU,donchian_20,2023-01-11,57.2,true,confirmed,10,3.7,10.8,-4.8
MU,donchian_20,2023-01-27,62.93,false,fakeout,2,-9.3,0.1,-11.0
MU,donchian_20,2023-03-23,60.44,false,marginal,3,-0.1,5.1,-8.7
MU,donchian_20,2023-05-15,63.82,true,confirmed,8,5.0,15.7,-2.1
MU,donchian_20,2023-07-27,70.3,false,fakeout,4,-10.4,1.5,-13.1
MU,donchian_20,2023-11-03,71.91,true,confirmed,11,2.4,8.9,-1.2
MU,donchian_20,2023-11-20,77.89,false,marginal,5,4.5,5.6,-7.2
MU,donchian_20,2023-12-13,79.05,true,confirmed,7,3.4,10.1,-1.5
MU,donchian_20,2024-01-22,88.53,false,fakeout,8,-9.6,0.9,-11.3
MU,donchian_20,2024-03-01,94.4,false,confirmed,9,30.8,34.0,-5.1
MU,donchian_20,2024-03-21,108.98,true,confirmed,2,-2.7,18.9,-3.7
MU,donchian_20,2024-05-14,123.94,true,confirmed,18,12.8,13.5,-3.0
MU,donchian_20,2024-06-05,132.78,true,confirmed,8,-1.6,17.8,-4.8
MU,donchian_20,2024-09-26,109.21,false,fakeout,2,-2.6,4.0,-10.0
MU,donchian_20,2024-12-16,107.72,false,fakeout,2,-5.1,3.5,-22.8
MU,donchian_20,2025-05-07,82.42,true,confirmed,3,28.6,32.0,0.9
MU,donchian_20,2025-06-03,102.01,true,confirmed,3,19.1,27.0,-0.5
MU,donchian_20,2025-06-20,123.3,false,fakeout,15,-8.3,5.1,-10.2
MU,donchian_20,2025-08-11,123.54,false,confirmed,7,9.3,11.5,-8.3
MU,donchian_20,2025-09-05,131.18,true,confirmed,3,43.1,46.1,-2.3
MU,donchian_20,2025-10-01,181.89,true,confirmed,3,24.5,27.7,-1.3
MU,donchian_20,2025-10-16,202.36,false,confirmed,4,17.0,26.9,-5.0
MU,donchian_20,2025-11-03,234.51,false,confirmed,1,2.0,11.0,-17.9
MU,donchian_20,2025-12-10,263.49,false,confirmed,2,30.9,31.4,-15.9
MU,donchian_20,2025-12-29,294.25,true,confirmed,4,47.9,49.1,-3.5
MU,donchian_20,2026-01-16,362.6,true,confirmed,2,10.2,25.6,-0.4
MU,donchian_20,2026-03-16,441.61,false,marginal,4,5.4,6.7,-29.5
MU,donchian_20,2026-04-22,487.48,true,confirmed,3,48.7,67.9,-3.2
MU,donchian_20,2026-05-08,746.81,true,confirmed,1,-3.0,9.6,-5.4
MU,darvas_box,2021-12-21,88.56,true,confirmed,10,-6.1,8.7,-6.2
MU,darvas_box,2023-05-15,63.82,true,confirmed,8,5.0,15.7,-2.1
MU,darvas_box,2023-11-10,74.66,timeout_up,marginal,20,3.2,4.9,-3.2
MU,darvas_box,2023-12-13,79.05,true,confirmed,7,3.4,10.1,-1.5
MU,darvas_box,2024-01-22,88.53,false,fakeout,8,-9.6,0.9,-11.3
MU,darvas_box,2024-02-27,91.12,true,confirmed,7,29.3,33.3,-3.3
MU,darvas_box,2024-03-21,108.98,true,confirmed,2,-2.7,18.9,-3.7
MU,darvas_box,2024-05-28,131.75,false,confirmed,2,7.3,18.7,-8.8
MU,darvas_box,2025-09-05,131.18,true,confirmed,3,43.1,46.1,-2.3
MU,darvas_box,2025-10-01,181.89,true,confirmed,3,24.5,27.7,-1.3
MU,darvas_box,2025-10-16,202.36,false,confirmed,4,17.0,26.9,-5.0
MU,darvas_box,2025-12-10,263.49,false,confirmed,2,30.9,31.4,-15.9
MU,darvas_box,2026-03-17,461.5,false,fakeout,2,-1.1,2.1,-32.5
MU,darvas_box,2026-04-22,487.48,true,confirmed,3,48.7,67.9,-3.2
MU,bollinger_squeeze,2021-08-03,78.86,false,fakeout,5,-8.9,2.8,-14.9
MU,bollinger_squeeze,2021-11-04,70.55,true,confirmed,6,13.0,23.3,0.2
MU,bollinger_squeeze,2021-12-21,88.56,true,confirmed,10,-6.1,8.7,-6.2
MU,bollinger_squeeze,2022-07-15,60.36,false,marginal,17,5.7,6.3,-6.2
MU,bollinger_squeeze,2022-11-10,59.25,false,fakeout,5,-9.0,6.9,-13.0
MU,bollinger_squeeze,2023-03-23,60.44,false,marginal,3,-0.1,5.1,-8.7
MU,bollinger_squeeze,2023-05-15,63.82,true,confirmed,8,5.0,15.7,-2.1
MU,bollinger_squeeze,2023-07-27,70.3,false,fakeout,4,-10.4,1.5,-13.1
MU,bollinger_squeeze,2023-11-03,71.91,true,confirmed,11,2.4,8.9,-1.2
MU,bollinger_squeeze,2023-12-14,81.43,timeout_up,marginal,20,3.1,6.9,-4.3
MU,bollinger_squeeze,2024-01-22,88.53,false,fakeout,8,-9.6,0.9,-11.3
MU,bollinger_squeeze,2024-02-27,91.12,true,confirmed,7,29.3,33.3,-3.3
MU,bollinger_squeeze,2024-05-15,126.92,false,confirmed,11,12.0,12.8,-5.3
MU,bollinger_squeeze,2024-06-10,133.88,true,confirmed,5,1.3,16.9,-5.6
MU,bollinger_squeeze,2024-09-26,109.21,false,fakeout,2,-2.6,4.0,-10.0
MU,bollinger_squeeze,2024-12-16,107.72,false,fakeout,2,-5.1,3.5,-22.8
MU,bollinger_squeeze,2025-06-05,106.04,true,confirmed,3,12.9,22.2,1.6
MU,bollinger_squeeze,2025-08-11,123.54,false,confirmed,7,9.3,11.5,-8.3
MU,bollinger_squeeze,2025-09-05,131.18,true,confirmed,3,43.1,46.1,-2.3
MU,bollinger_squeeze,2026-03-17,461.5,false,fakeout,2,-1.1,2.1,-32.5
MU,ttm_squeeze,2021-12-21,88.56,true,confirmed,10,-6.1,8.7,-6.2
MU,ttm_squeeze,2022-06-01,72.01,false,fakeout,2,-24.8,2.5,-27.1
MU,ttm_squeeze,2022-08-12,63.8,false,fakeout,3,-10.9,0.1,-17.4
MU,ttm_squeeze,2022-11-10,59.25,false,fakeout,5,-9.0,6.9,-13.0
MU,ttm_squeeze,2026-03-12,405.18,true,confirmed,2,3.8,16.3,-23.1
MU,volume_resistance,2021-11-19,81.09,timeout_down,marginal,20,-1.2,7.3,-3.0
MU,volume_resistance,2021-12-21,88.56,true,confirmed,10,-6.1,8.7,-6.2
MU,volume_resistance,2023-05-18,66.71,true,confirmed,6,0.1,10.7,-5.3
MU,volume_resistance,2023-11-09,72.89,timeout_up,marginal,20,1.9,7.4,-0.9
MU,volume_resistance,2023-11-28,75.42,true,confirmed,12,13.8,15.4,-4.2
MU,volume_resistance,2023-12-15,80.66,timeout_up,marginal,20,2.4,7.9,-3.4
MU,volume_resistance,2024-02-27,91.12,true,confirmed,7,29.3,33.3,-3.3
MU,volume_resistance,2024-03-15,92.51,true,confirmed,4,30.3,40.1,-2.4
MU,volume_resistance,2024-06-18,152.38,false,fakeout,1,-23.4,2.6,-25.6
MU,volume_resistance,2025-06-05,106.04,true,confirmed,3,12.9,22.2,1.6
MU,volume_resistance,2025-06-25,126.95,false,fakeout,4,-12.1,2.0,-14.9
MU,volume_resistance,2025-09-05,131.18,true,confirmed,3,43.1,46.1,-2.3
MU,volume_resistance,2025-09-23,166.17,false,confirmed,2,21.6,29.1,-7.1
MU,volume_resistance,2025-11-14,246.63,false,marginal,2,-3.8,7.3,-22.0
MU,volume_resistance,2025-12-19,265.7,true,confirmed,3,46.4,48.3,0.9
MU,volume_resistance,2026-01-20,364.85,true,confirmed,1,15.3,24.8,-0.3
MU,volume_resistance,2026-02-04,379.24,true,confirmed,5,4.7,15.6,-3.5
MU,volume_resistance,2026-03-18,461.54,false,fakeout,1,-0.9,0.9,-32.5
MU,volume_resistance,2026-05-05,640.2,true,confirmed,3,13.2,27.9,-2.0
MU,high_52w_momentum,2023-11-10,74.66,timeout_up,marginal,20,3.2,4.9,-3.2
MU,high_52w_momentum,2023-12-13,79.05,true,confirmed,7,3.4,10.1,-1.5
MU,high_52w_momentum,2024-01-19,86.82,false,fakeout,13,-9.2,2.9,-9.4
MU,high_52w_momentum,2024-02-26,88.75,true,confirmed,5,30.9,35.7,-0.7
MU,high_52w_momentum,2024-03-21,108.98,true,confirmed,2,-2.7,18.9,-3.7
MU,high_52w_momentum,2024-05-20,128.1,false,confirmed,8,19.0,22.1,-6.2
MU,high_52w_momentum,2024-06-05,132.78,true,confirmed,8,-1.6,17.8,-4.8
MU,high_52w_momentum,2025-09-05,131.18,true,confirmed,3,43.1,46.1,-2.3
MU,high_52w_momentum,2025-10-01,181.89,true,confirmed,3,24.5,27.7,-1.3
MU,high_52w_momentum,2025-10-16,202.36,false,confirmed,4,17.0,26.9,-5.0
MU,high_52w_momentum,2025-11-03,234.51,false,confirmed,1,2.0,11.0,-17.9
MU,high_52w_momentum,2025-12-10,263.49,false,confirmed,2,30.9,31.4,-15.9
MU,high_52w_momentum,2025-12-29,294.25,true,confirmed,4,47.9,49.1,-3.5
MU,high_52w_momentum,2026-01-16,362.6,true,confirmed,2,10.2,25.6,-0.4
MU,high_52w_momentum,2026-03-16,441.61,false,marginal,4,5.4,6.7,-29.5
MU,high_52w_momentum,2026-04-22,487.48,true,confirmed,3,48.7,67.9,-3.2
MU,high_52w_momentum,2026-05-08,746.81,true,confirmed,1,-3.0,9.6,-5.4
WDC,donchian_20,2021-05-17,57.51,false,fakeout,2,-2.0,2.3,-11.2
WDC,donchian_20,2021-11-12,45.58,false,fakeout,3,-8.0,1.1,-9.5
WDC,donchian_20,2021-12-23,46.06,true,confirmed,3,-6.8,13.3,-12.0
WDC,donchian_20,2022-04-28,39.59,true,confirmed,3,15.3,20.2,-1.4
WDC,donchian_20,2022-07-19,36.55,false,marginal,13,1.4,4.9,-7.2
WDC,donchian_20,2022-08-12,38.13,false,fakeout,3,-14.6,-1.1,-20.8
WDC,donchian_20,2022-11-10,28.41,true,confirmed,3,-5.4,8.5,-12.5
WDC,donchian_20,2023-01-10,28.73,true,confirmed,8,12.0,18.5,-4.1
WDC,donchian_20,2023-01-26,32.93,false,fakeout,4,-10.6,3.4,-11.7
WDC,donchian_20,2023-04-10,28.63,false,fakeout,4,-10.1,2.2,-16.0
WDC,donchian_20,2023-05-15,27.66,true,confirmed,9,10.4,11.5,-2.5
WDC,donchian_20,2023-06-15,30.92,false,fakeout,2,-4.7,0.9,-11.3
WDC,donchian_20,2023-07-27,31.37,false,marginal,16,-4.3,6.2,-5.9
WDC,donchian_20,2023-08-31,33.87,false,marginal,7,1.4,4.2,-6.2
WDC,donchian_20,2023-11-17,35.09,true,confirmed,17,8.4,12.0,-1.2
WDC,donchian_20,2023-12-11,37.06,true,confirmed,10,2.6,8.1,-0.6
WDC,donchian_20,2024-01-18,40.3,true,confirmed,2,4.6,13.1,0.2
WDC,donchian_20,2024-02-29,44.76,true,confirmed,1,14.7,16.5,-1.7
WDC,donchian_20,2024-03-26,51.29,true,confirmed,6,2.1,12.9,-3.7
WDC,donchian_20,2024-05-15,56.96,false,marginal,4,5.1,6.3,-5.9
WDC,donchian_20,2024-06-12,59.6,false,fakeout,6,-0.5,3.0,-6.8
WDC,donchian_20,2024-08-30,49.36,false,confirmed,1,4.1,8.9,-8.5
WDC,donchian_20,2024-09-17,49.59,true,confirmed,7,1.6,8.4,-3.7
WDC,donchian_20,2024-11-26,54.96,false,fakeout,9,-15.5,1.5,-19.2
WDC,donchian_20,2025-01-22,51.65,false,marginal,3,3.9,5.3,-9.9
WDC,donchian_20,2025-02-18,54.21,false,fakeout,3,-18.6,0.3,-27.6
WDC,donchian_20,2025-04-30,43.67,true,confirmed,8,19.8,21.6,-0.6
WDC,donchian_20,2025-05-16,49.78,true,confirmed,12,15.1,15.6,-2.0
WDC,donchian_20,2025-06-03,53.54,true,confirmed,10,22.6,22.8,-0.4
WDC,donchian_20,2025-06-24,61.92,true,confirmed,13,11.7,12.1,0.1
WDC,donchian_20,2025-07-14,66.77,true,confirmed,13,11.5,17.7,-1.7
WDC,donchian_20,2025-07-29,70.44,true,confirmed,2,12.9,13.7,-1.9
WDC,donchian_20,2025-08-25,79.03,true,confirmed,6,39.3,43.8,-1.7
WDC,donchian_20,2025-09-15,102.26,true,confirmed,5,16.1,34.2,-2.6
WDC,donchian_20,2025-09-30,119.91,true,confirmed,1,4.0,14.4,-6.3
WDC,donchian_20,2025-10-29,141.2,true,confirmed,2,11.6,26.2,-6.3
WDC,donchian_20,2025-12-10,181.86,false,confirmed,2,10.2,21.6,-9.1
WDC,donchian_20,2026-01-06,219.28,false,confirmed,1,22.8,35.2,-17.6
WDC,donchian_20,2026-01-27,252.54,true,confirmed,1,15.2,22.7,-6.0
WDC,donchian_20,2026-03-17,313.81,false,confirmed,2,16.3,16.7,-20.6
WDC,donchian_20,2026-04-08,338.78,true,confirmed,4,42.6,42.8,-2.7
WDC,donchian_20,2026-04-23,403.12,false,confirmed,3,19.6,30.3,-7.2
WDC,donchian_20,2026-05-11,515.83,false,fakeout,1,-6.6,-1.4,-9.9
WDC,darvas_box,2023-06-15,30.92,false,fakeout,2,-4.7,0.9,-11.3
WDC,darvas_box,2023-07-27,31.37,false,marginal,16,-4.3,6.2,-5.9
WDC,darvas_box,2023-08-31,33.87,false,marginal,7,1.4,4.2,-6.2
WDC,darvas_box,2023-11-20,35.64,true,confirmed,17,7.6,10.3,-2.7
WDC,darvas_box,2023-12-11,37.06,true,confirmed,10,2.6,8.1,-0.6
WDC,darvas_box,2024-01-18,40.3,true,confirmed,2,4.6,13.1,0.2
WDC,darvas_box,2024-03-01,48.39,false,confirmed,6,10.2,12.5,-9.1
WDC,darvas_box,2024-03-26,51.29,true,confirmed,6,2.1,12.9,-3.7
WDC,darvas_box,2024-05-29,58.27,false,marginal,2,-1.0,5.3,-6.0
WDC,darvas_box,2025-06-09,56.88,true,confirmed,10,13.4,17.2,-4.2
